# vs_cfr 2960003-dirty seed=1 samples=128 throttle_ms=500 shim=/home/jdh8/.dotnet/dotnet /home/jdh8/src/hearts-engine/tournament/CfrShim/bin/Release/net10.0/CfrShim.dll
pair,seating,direction,deal_seed,cfr_seats,north,east,south,west,shooter,shooter_side,mc_attempts,mc_passes,passes_nesw,plays_by_trick,cfr_payoff
396,1,left,13677514466856005757,NS,0,26,26,26,N,cfr,0,0,2C9CJD/9DKDKH/TCKCAC/6C9HQH,E2CSQCWKCN7C/W4SNKSE6SS7S/NASE5SS5CW9S/NJSE3SSKHW2S/NTSEJDSAHWTC/N8HE5HS7HW2H/NQHE3HS4HWAD/N8SEJCSJHWAC/NTHE9CS8DWTD/N6HE8CSQDW7D/NQSE5DS9DW6D/N9HE4CSKDW4D/N6CE3CS2DW3D,8.666667
397,0,right,6631485212469652624,EW,13,9,4,0,,,0,0,JDQHKS/9CJCQS/8CKDAS/7CTHJH,N2CEQCS7CWKC/W6SN4SEASS9S/EJSS5SW8SNQS/N6DETDS9DWJD/W2SN9CE3SSAH/E5DS4DWADN7D/W3DN6HEKDSKH/E4HS5HW2HN3H/S5CWQHN4CE8C/E6CSJHWTSN3C/E8DSTHW2DNAC/E9HS8HWKSNJC/EQDS7HW7SNTC,2.666667
397,1,right,6631485212469652624,NS,1,18,4,3,,,0,0,7DJDKS/QCJSQS/5C9DKD/KCADJH,N2CE5CS8CW7C/SKCWKSNQCEJC/S9SW8SN4SE3S/SADWJDN6DE8D/S4DW3DNQSEKD/E6CSKHWTSN4C/E9CSASW7SN3C/E4HS7HW2HN3H/S5SW2SNJSE9H/N6HEQDS5HWTH/W2DNQHE5DS8H/E9DSAHW7DNAC/ETDSJHW6SNTC,5.333333
398,0,across,18032200031792851111,EW,0,19,0,7,,,0,0,7C8HAS/8CTDQD/JCKCKD/AC5D8D,S2CW8CNTCE9C/N2SETSS9SWKS/WQDNJDE8DS7D/WTDN9DE5DS4D/W6CNKCEQCS7C/NJCEACS3CW5C/EJSS7SW4SN6H/E2HS3HWAHN5H/W9HNADE7HS8H/WTHNKDEQHSAS/EJHS6SW4HN6D/E4CS5SWQSN3D/EKHS3SW8SN2D,-8.666667
398,1,across,18032200031792851111,NS,0,8,0,18,,,0,0,7CTCAS/TDQDKH/2C7DKD/ACQSKS,N2CE4CSJCW6C/S6SW4SN2SEKS/E8CS7CW5CN5H/E9CS3CW8SN6H/ETSS9SWQDN8H/EJHS3HWTHNJD/EQHS4DW9HN9D/E2HSKCW4HNAD/WKHNKDE7HSAS/WAHN3DEQSSTC/W5DN6DEACS7S/N2DEQCS3SW8D/WTDN7DEJSS5S,8.666667
399,0,hold,10986170777406497978,EW,26,26,26,0,W,cfr,0,0,///,E2CSKCW7CNQC/S7DWADNTDEQD/WKDN9DEJDSAS/W6DN5DE3DSKH/WJHN9HE4HS7H/WAHNKSE3HSQH/W8HNTCEACS6H/WTHN9SEJCS2H/W5HN8DE6SSJS/W2SN5SETSS4S/E4CS8CW6CN7S/S3SW8SN4DE5C/WQSN2DE3CS9C,8.666667
399,1,hold,10986170777406497978,NS,0,0,6,20,,,1,0,///,E2CSKCW7CNTC/S7DW6DN5DEJD/E6SS4SW2SNKS/N9SETSSJSW8S/S8CW6CNQCEJC/N7SEQDS3SWQS/WKDNTDE3DSAS/WADN9DEACS6H/WAHN9HE4HS7H/WJHN4DE3HSKH/S9CWTHN5SE5C/S2HW5HN8DE4C/W8HN2DE3CSQH,4.666667
400,0,left,3940141523020144849,EW,0,16,2,8,,,0,0,9CKCAC/QCTDKD/JCKHKS/AD7HJH,E2CSQCWJCN8C/S4SW7SN5SEAS/E2SSJSW8SNJH/S5CWTCN6CEKC/E6SSTHWKSN7H/WKHN6HEQHS9H/WTSN3HE3SS8H/W5DN3DEAHSKD/S2HWQSNADE4H/E5HSJDW9SNQD/E9CSTDW7CN9D/EACS8DW3CN6D/E4CS7DW4DN2D,-7.333333
400,1,left,3940141523020144849,NS,13,10,3,0,,,0,0,8C9CAC/TDKDAS/JC7DJD/7HJHQS,E2CS5CWTCNKC/N6CE4CSASWJC/W7SN5SE6SSKS/SJSWTSNQSE3S/N6DEACSKDWAD/W3CNJHE8CSTH/E4HS2HW8SN3H/E5HSKHW9SN7H/S9HWJDN6HEAH/E2SS4SW7DNQD/S8HW7CN9DEQH/E9CSTDW5DN3D/EQCS8DW4DN2D,-2.000000
401,0,right,15340856342343343332,EW,0,14,12,0,,,0,0,8CTCAC/KHAHAS/JCTHKS/9CKCQH,E2CS9CWACN6C/WJSNTSE2SS3S/W6SN5SEKSSQS/EKDSADWTDNAS/SQCW8CNAHE3C/SKCWTCNKHEJC/SJDW5DNJHEQD/E3DS4DW2DN9H/S8HW7HN5HE6H/SQHW7DN4HETH/S7SW6DN4SE4C/S8SW9DN3HE7C/S9SW8DN2HE5C,-0.666667
401,1,right,15340856342343343332,NS,17,1,7,1,,,0,0,8CTCAC/KHAHAS/QC8HTH/9CKCQH,E2CSJCW8CN6C/SKCWTCNASE3C/SJDWTDN9HEQD/E2SS9SWJSNTS/W7HN4HE6HSQH/SADW9DNAHEKD/S9CWACNJHEQC/W6SN5SETHS7S/S4DW2DN5HE3D/S3SW8DN4SE8H/N3HE7CSQSW7D/N2HE5CS8SW6D/NKHE4CSKSW5D,-7.333333
402,0,across,8294827087956990203,EW,5,0,20,1,,,0,0,QDADKH/5D6D8D/9HJHQS/JCKSAS,S2CWACN8CEKC/W2SN3SE5SS7S/S8SW9CN6SEKS/E5CS7CW7HN4C/STCW6HNQSE6C/S2DW4DN9DEQH/N5HE3HSKHW4H/STDW5DNJHEAS/S3DW7DNTHETS/W2HN9HE8HSAD/N4SEJCSKDW6D/N9SEQCSQDWAH/NJSE3CSJDW8D,8.000000
402,1,across,8294827087956990203,NS,26,26,0,26,S,cfr,0,0,9DQDAD/KC8HQH/9HJHQS/ACKSAS,S2CW9CN8CE5C/W2SN6SEKSS8S/E5DS9DW7DNQS/S7CWJCN4CEAC/E6DSTDW4DNJH/S7SWKCN9SEAS/E8DSKDWAHNTH/SADWQHN5HEQC/SJDW8HN9HETS/SQDW2HN4SE6C/S3DW7HNJSE5S/S2DW6HN3SE3C/STCW4HNKHE3H,8.666667
403,0,hold,1248797833570637070,EW,14,0,11,1,,,0,0,///,W2CN5CEJCSQC/S6CWKCNACE7C/NKDEADSJDW9D/ETSS5SW9SN8S/E6SS4SW7SNKS/N9CE8CS3CW4C/NQSETHS3SW2S/N5HE4HS9HW8H/S6DW5DN7DE4D/NJSE7HSASWAH/S8DWQDN6HE3D/W2DN3HEJHSTD/SKHWQHNTCE2H,8.000000
403,1,hold,1248797833570637070,NS,15,0,11,0,,,0,0,///,W2CNTCEJCSQC/S4SW9SNJSETS/NKDEADSTDWQD/E6SS5SW2SNKS/N7DE4DS6DW9D/W7SN8SEJHSAS/S3SWKCNQSE7C/N5HE4HSKHWQH/S6CW4CN5CE8C/E3DSJDW5DNAC/S3CWAHN9CETH/N3HE2HS9HW8H/S8DW2DN6HE7H,-8.666667
404,0,left,12649512652893835557,EW,13,0,11,2,,,0,0,AC8DAH/9DJDAD/JHQSAS/2C8CJC,N2CEACSQCWTD/E5SS2SW9SNTS/N8SEAHS9HWAS/WQDNJSE7DSAD/S4CWQSN8CE6C/N3HE4HS6HW2H/S3DWKDNJCE8D/W7SN6SE5DS7C/W2DN4SE7HSJD/S9CWTHNKHE5C/S4DWJHNQHEKC/S6DWKSN8HETC/S9DW3SN5HE3C,7.333333
404,1,left,12649512652893835557,NS,0,3,23,0,,,0,0,8D4S6S/KCAD7H/9HQSAS/KDTHKS,W2CNACETCSQC/NTSE6SS2SWAS/WJCN8SE6CS9C/W8CNKDE5CS7C/WQDNKSEJDS6D/WTDNJSE9DSAD/S4DW2DNAHE8D/E3CSKCWQSNQH/S3DW9HNTHE7D/E4HS7HW2HN5H/S6HW9SN3HE5S/SJHW7SN8HE5D/S4CW3SNKHE4S,-6.666667
405,0,right,5603483398507482424,EW,26,26,26,0,W,cfr,0,0,JHQSKS/2CACTH/KDADAH/TC3DQD,N2CE8DS6CW4C/S9SWASN8SEAH/WKSN6SE6HS3S/WJHNTHE8HS5H/W7SN5SEQHSQD/WTSN9HE9DS8C/WQSNACE7DSQC/W7HN2HE3HSJD/WJSNKCE4DSTD/W2SNJCE6DSTC/WKHN7CEADS9C/W4HN5CEKDS5D/W4SN3CE2DS3D,8.666667
405,1,right,5603483398507482424,NS,0,2,23,1,,,0,0,9HJHQS/2CACQH/6C8C9C/QDKHAS,N2CE6CSQCWTC/STDW3DNQHE9D/SJDWQSNKCE8D/S9SWTSN6SETH/W2SN8SE8CSAS/SKDWJHNKSE2D/SADW9HN5CE7D/S5DW7HNJCE4D/S3SW4SN5SE9C/N2HE3HSKHW4H/S5HWJSNACE8H/E6DSQDW7SN7C/SAHW4CN3CE6H,-6.666667
406,0,across,17004198217830680911,EW,18,8,0,0,,,0,0,ADQHAH/QD8HJH/TCQSKS/QCKC8S,N2CEQCS8CWAC/W5CN3CE7CSAH/E8SSJSWKHNKS/N5HE6HS3HW4H/E9SS5SW9HN7S/E4SSQHW8HNQS/N2SEASSTHW4C/E7DS5DW4DNKD/N3DE9DS8DW6D/E3SS7HWQDN6S/N9CE6CSADW2H/NTCEKCSJDWJH/ETSSTDW2DNJC,3.333333
406,1,across,17004198217830680911,NS,4,9,0,13,,,0,0,KDADQH/9DQDAS/8CTCQS/QCKCAC,N2CE6CSKSW5C/E7DS5DW6DN3D/E3SSJSWASNQS/W8SN6SE9SS5S/E4SSQHWKHN2S/E6HS3HW4HN5H/E8HS7HW2HNAH/N3CE7CSTHW4C/ETSSTDW9HN7S/EJHSJDWQDN8C/EQCSADW9DNJC/EKCSKDW4DN9C/EACS8DW2DNTC,6.000000
407,0,hold,9958168963444327778,EW,1,9,0,16,,,0,0,///,S2CWTCNACEJC/N5DEADSQDWKD/E7SS3SW5SN4S/E2SSTSWJSN9S/W5CNJHE8CS7C/E8HS4HW7HN6H/E7DS4DW9DN6D/W3DNTDE8DSAS/NJDE2DSAHWKS/N2HEQHSTHW9H/E6CS4CW9CNQS/W5HN8SEKCS3H/WKHN6SEQCS3C,-8.000000
407,1,hold,9958168963444327778,NS,3,10,0,13,,,0,0,///,S2CW9CNACEKC/N6DE7DSQDW9D/S4CWTCNQSE8C/WKDNJDEADS4D/E7SSASWKSN9S/STSW5SN6SE2S/S3SWJSN8SEQC/W3DN5DE2DSAH/N2HE8HS4HW7H/E8DSTHWKHNTD/N6HEQHS3HW9H/E6CS3CW5CNJH/EJCS7CW5HN4S,6.666667
408,0,left,2912139709057974649,EW,0,14,4,8,,,0,0,AD8HQS/TCKDKS/QHKHAH/8DJDAS,E2CSTCW8CNAS/S9SW8SN3SE6S/S2SW6DNTSE5S/NJSEQSS7SWJC/EADSKDWAHNJD/E4HS9HW7HN5H/S5CWACN3HE9C/W6CNTDE4CS2H/W3CN9DEQCSKS/ETHSQDWQHN8D/WKCN7DE7CS5D/WKHN4DE8HS4S/WJHN2DE6HS3D,-6.000000
408,1,left,2912139709057974649,NS,0,18,6,2,,,0,0,TD8HQS/KDTHKS/5C5D4S/7HJHAS,E2CS2SWKCNAS/W3CNJHEQCSKS/ETDSQDWJDN9D/S9SW8SNJSE6S/N3HE4HSTHWAC/S7SW4SNTSE5S/N3SEQSSKDWJC/E6HS2HW8DN5H/E8HSQHW8CN7H/S3DW5DN4DETC/W6DN2DE9CS9H/W5CNADE4CSAH/W6CN7DE7CSKH,4.666667
409,0,right,14312854528381173132,EW,0,1,3,22,,,0,0,QDKDQH/9HKHAH/9CADTH/JDJHQS,E2CS3CWKCNJC/WTSN6SE8SS9S/W8DN9DEADSJD/E5DS6DWTDN3D/W5CNAHETCS4C/ETHS8HWQHN9H/W3HN2HEKSSJH/S2DWQDNKHE7D/WACN6HE9CSQS/WQCNJSE7CS7H/W8CN4HE6CS5H/W4DN5SEASS7S/WKDN2SE4SS3S,-6.666667
409,1,right,14312854528381173132,NS,0,25,0,1,,,0,0,JC9DQD/AHKSAS/AD8HTH/KCACQS,E2CSKCWQCN3D/SACWJCNKDETC/S6DW8DNQHEAD/E4SS3SWTSNKS/N6SE8SS9SW8C/S7HW3HN6HEKH/E5DS2DW9DNAH/W5CN4HE6CS4C/E7DSQSW4DNAS/E7CS3CWJHNJS/E8HS5HWQDN2H/E9HS7SWJDN2S/ETHS9CWTDN5S,8.666667
410,0,across,7266825273994820003,EW,26,0,26,26,E,cfr,0,0,ACAHAS/8D7HKH/TCQCQS/2CKCKS,E2CSACW9CNQC/S3CWQDNTCE6C/NJDE7DSTDW8D/N9DE3DS5DWAD/W7SN5SE8SSAS/S6SW4SN3SETS/EKSS9SW6DNQS/E7CSKDWTHNJS/E4CS4DW8HN2D/EJCS2SW7HNQH/E8CSAHW9HNJH/E5CS5HW6HN4H/EKCS2HWKHN3H,8.666667
410,1,across,7266825273994820003,NS,23,0,0,3,,,0,0,AC9DJD/JC7HKH/4DTDQS/QDADKS,W2CN4DE4CSAC/S6SW4SN5SEKS/E8SS9SW7SNAS/NTDE8DS9DW6D/NJSETSS2SWKH/N3SEADSTCWTH/NQHE5CS5HW9H/NAHEQDS2HW8H/NJHE8CSJDW7H/NQSE7DSQCWKC/N4HE7CS5DW6H/W9CN3HE6CS3C/WJCN2DE3DSKD,-6.666667
411,0,hold,220796019608466870,EW,1,2,3,20,,,0,0,///,N2CE6CS3CWJC/W8CNTCEADSQC/SKDWJDN9DE2D/S9SWASN5SE4S/W4CNACETHSTD/N2SETSS7SW8H/E8SS6SWQDNAH/E3HS5HW8DN4H/S4DW6DN5DE9H/W5CNQHE7HSQS/W7CN2HE6HSKS/W9CN7DEKHSJS/WKCN3DEJHS3S,-6.000000
411,1,hold,220796019608466870,NS,0,18,8,0,,,0,0,///,N2CE6CSQCWJC/SKDWQDN9DEAD/E4SS7SWASN5S/W4CNACE8SS3C/N2SETSSKSWJD/STDW8DN5DE2D/SJSW8HNTCEKH/S6SW6DN7DEJH/S4DWKCN3DETH/S9SW9CNAHE9H/S3SW8CNQHE7H/S5HW7CN4HE6H/E3HSQSW5CN2H,3.333333
412,0,left,11621510838931665357,EW,1,17,4,4,,,0,0,KCACQH/2C7DAD/QCKHAH/TSQSAS,S2CW8CN5CEKC/E8DS7DW5DNQS/E6SS2SWAHN7S/N5HE4HS6HW3H/S7HW9HN8HE2H/W3DNASE4DSKD/S6CW3CNTCE4C/N3SEJSSJHWKH/EACS7CW9CNJC/EKSSADWQCNTS/E5SSJDWTDN4S/ETHS9DWQDN9S/EQHS6DW2DN8S,-5.333333
412,1,left,11621510838931665357,NS,26,26,0,26,S,cfr,0,0,TCKCAC/2CADKS/6C6D9D/9CQSAS,S2CW6CN9CEKC/EJSS2SWTSN9S/E5SSKSW8CNQS/SKDWQDNQHE8D/SAHW9HN8HETH/SADWTDN5CE7D/SJHW3HN5HE4H/S6HW9DNJCE2H/S7HW6DNASEAC/SKHW5DN8SETC/SQCW3CN4SE4C/S7CW3DN7SE6S/SJDW2DN3SE4D,8.666667
413,0,right,4575481584545312224,EW,0,0,12,14,,,0,0,AHQSKS/JD7H9H/JCKDAS/2C8CAC,S2CW6CN9CEJC/E6SS4SW9SN5S/WADN7DEKDSQD/WTDNJDE6DS9D/N3SETSS8SWKS/W4DNKHE3DS8D/S7SWQSNQHE2S/W2DNTHEASS5D/S6HW5HN3HE4H/S8CWAHN7CE5C/SJSWJHN9HETC/SKCW8HN3CE4C/SACW2HN7HEQC,-0.666667
413,1,right,4575481584545312224,NS,0,26,26,26,N,cfr,0,0,3C7C7D/TCQCJD/JCKC6H/ACTDAD,W2CNTCEKCSAC/S4SW9SN3SETS/E2SS8SWJHNKS/NQCEJCSASW8C/NKHE9HSADW8H/NTHE4HSTDW5H/NAHE7HSQDW2H/NQSE6SS7SW7D/NQHE6HS5DW7C/N3HE6DSKDW6C/NJDE3DS9DW4D/N9CE5CSJSW3C/N5SE4CS8DW2D,8.666667
414,0,across,15976196403868510711,EW,13,6,6,1,,,0,0,JCACKH/TCQCKC/9CJHQS/5DQDQH,W2CN5CEASSAC/S7SW4SNQSE9S/NJDETDS8DW6D/N6CEQHS7CWQC/W6SNJHE2SSJS/SJCW8CN9CEAH/S7DWKCNTHEAD/E3HSKHW4HN9H/S2DWTCN8HEKD/E5DS4DWKSN7H/E5HSTSW3SN2H/E9DS3DW5SN6H/EQDS8SW4CN3C,4.000000
414,1,across,15976196403868510711,NS,0,25,1,0,,,1,1,ACJD9H/3H5H2S/7C9CJH/QDQHKS,W2CNJCEKCSAC/S7DW6DNTHEAD/EASSQSW6SN5C/EAHS9HW5HN7H/EKSS8SW5SN6C/EKDSJDW5DN6H/EQHS7SW4HN8H/EQDS4DW8CN9C/EQCSTSW4CN7C/ETDS2DW4SN3C/ETCS3DW3SN2H/E9SSJSW2SNKH/S8DW3HNJHE9D,8.000000
415,0,hold,8930167149482157578,EW,4,0,18,4,,,0,0,///,N2CEQCSTCWKC/W7SN3SE6SS5S/W2SN8SEJSSAS/SQSWTHN9SETS/S6CWJCNACE3C/NTDEADS2DW6D/E4SSQHW7CNKS/N4DEKDSJDW7D/E3HSJHW6HN7H/S8DW3DN5DEQD/E2HS9DW8HN4H/W5HNKHE9HS8C/N5CEAHS4CW9C,6.000000
415,1,hold,8930167149482157578,NS,0,1,25,0,,,0,0,///,N2CEQCSTCW7C/ETSS5SW7SNKS/N9SE6SSASW2S/SJDW7DNTDEQD/E4SSQSW9CN8S/S9DW6DN5DEKD/EADS8DW3DN4D/E3CS4CWJCNAC/N3SEJSSQHWKC/E2HSJHWTHN7H/S6CW8HN5CEAH/S8CW6HNKHE9H/S2DW5HN4HE3H,-8.000000
416,0,left,1884137895095804449,EW,1,6,19,0,,,0,0,JHQHAH/THQSKS/QCKCAS/7CAC5D,S2CWKCNACE9C/N5SE9SSTSWAS/W6SN8SE2SSKS/S8CWQCNJCETC/WJSN8HEAHSQS/S6CW6HN7CE3C/N5DEADSKDWKH/E6DS4DW4SNQD/N7DE3DSTDW7H/S4HW3HN9DE2H/S9HW5HN8DEQH/E2DSJDW7SN5C/STHW3SN4CEJH,4.666667
416,1,left,1884137895095804449,NS,0,26,26,26,N,cfr,0,0,5C9DQD/THQSKS/2CKCAS/7CACJS,W2CNJCETCSQC/SKDW5DN8DEAD/E2SSTSW7SN8S/S8CWKCN7CE9C/W3SNJSE9SSKS/S6CWKHNACE5C/NQHE2HS9HW7H/NAHEQDSTHW3H/N8HE9DS4HW6H/NJHE6DSJDW5H/N4CE3CSQSWAS/N5SE3DSTDW6S/W4SN7DE2DS4D,8.666667
417,0,right,13284852714419002932,EW,13,0,0,13,,,0,0,9HJHAH/5DTDQS/JCKCKS/4DJD8H,N2CEJCS6CW4C/EADSKDWQDNTD/E3CS8HWQCNTC/WQHN3HE5HS7H/WAHN5DE2HS6H/WJHNTSETHS4H/WASN7SE6SSJS/WKHN8CEKSSJD/W9HN7DE3DS9D/WACN3SE7CS8D/W9CN2SEKCS6D/E5SS4SW9SNQS/N2DE5CS4DW8S,-0.000000
417,1,right,13284852714419002932,NS,7,1,5,13,,,0,0,2C8CTC/ADTHQS/JCKCKS/QHKHAS,W2CN7DE7CS6C/E3CSASWACNQS/W8SN7SEKSSJS/E5SS4SW9SN3S/WJDNADETDS9D/N2SE6SSKDW8H/E2HS4HWQDN3H/S6DW4DN2DE5D/S7HWQCNTHE5H/N9HEKCS6HWTC/NJHEJCSQHW9C/SKHW8CNAHE5C/NTSE3DS8DW4C,0.666667
418,0,across,6238823460032649803,EW,2,3,2,19,,,0,0,8HQHAS/KC7DQS/TDKD6H/8D6SKS,W2CNTCE8CSJC/S2DW6DN9DE8D/N4CETHS6CWKC/WQCN6HE7HS9C/WACNADE9HS7C/W5CNKDE5DSQH/W3CNQDE5HSAS/WJHNJDEKHS8H/E8SS9SWQSN7S/W7DN3DEKSSJS/W4DNTDE6SSTS/N2SE4HS3SWAH/S4SW3HN5SE2H,-6.000000
418,1,across,6238823460032649803,NS,2,0,4,20,,,0,0,TC8HQH/8CKCQS/7C9CJC/JHAHKS,W2CNJCEKSSTC/N7SE8SS9SW6S/SJSWQSN5SEAH/W3HNASE4HSQH/SKDW8DNJDE7D/S6CW5CN4CE5D/STDW6DN9DEKH/S2DW4DN3DEJH/W3CN9CETHS8H/N7CE9HS6HWAC/W8CNADE7HSTS/WQCNQDE5HS4S/WKCN2SE2HS3S,4.666667
419,0,hold,17639538279355848286,EW,5,17,1,3,,,0,0,///,S2CWJCNTCEQC/E8CS6CW5CN7C/E5SS4SWKSNTS/WKDN9DETDS5D/W6DN3DE4DS9H/W3HN4HETHSQS/E2SS7SWASN8S/W6SN3SEAHSJS/S3CW4CNKHEQH/W6HN8HE5HSAC/N7DE2DSKCWQD/W7HNJHEADS9S/N8DEJDS9CW2H,-4.666667
419,1,hold,17639538279355848286,NS,26,26,0,26,S,cfr,0,0,///,S2CW4CNTCEQC/E2SS7SW6SNTS/N3SE5SS4SWKS/WJCN7CE8CSKC/S5DWQDN9DETD/W5CNJHEAHS9C/S9HW7HN8HE5H/S3CWASNKHEQH/S6CWKDN4HEAD/SJSW6DN8SEJD/S9SW6HN7DE4D/SACW3HN3DE2D/SQSW2HN8DETH,8.666667
420,0,left,10593509024969495157,EW,13,0,0,13,,,0,0,6CTCJC/3D6D8H/KC9HKH/7DKDKS,W2CNKSEJCS7C/ETCS8CWKCNJH/W9HN2HE6HS8H/WAHNTHE7HS3H/WACNADE6CSQC/WKHNKDE5HS9S/WJDNQDEASS6D/N2SE6SS4SW8S/W4HNTDE7SS5C/W9CN9DEJSS4C/WQHN8DE3SS3D/W5DN7DEQSS2D/N4DE5SS3CWTS,-0.000000
420,1,left,10593509024969495157,NS,2,0,14,10,,,0,1,6CTCJC/7H8HQS/2D4S9S/5D7D4H,W2CN2SETCS4C/EJSSQSWTSNTH/S7CW9CNJHE6C/WKDNTDE6DSKH/WJDN5DE3DS8H/WACNQDEJCS5C/W2DNADE6HS9H/N4HE5HS3HWAH/W4SN2HE3SS7H/WQHN9DEASS8C/W8SN4DE7SSKC/W9SN7DE6SSQC/WKSN8DE5SS3C,-2.000000
421,0,right,3547479770583142024,EW,4,2,20,0,,,0,0,JCKCAD/7DKHAH/QCACKD/THQSAS,S2CW9CN8SEQC/ETSS9SW2SNAH/E5SS4SWJCNKH/E7SSQSWTCNQH/S3HWADN2HEAC/S4HWKCNJHEKD/N5HE8CSTHW6C/S6HW7CN9HE6S/N7HEKSS8HW4C/STDW5DN9DE6D/SASWJDN8DEJS/S3CWQDN7DE4D/S5CW2DN3DE3S,7.333333
421,1,right,3547479770583142024,NS,15,1,10,0,,,0,0,JCKC9D/8CKHAH/2CTDKD/THQSAS,E2CSQCWKCN8C/W2SN8SE7SS4S/NADETDSQSW9D/N8DEKDSTHWQD/E3SS9SWJDNAH/S3HWJCN2HE6D/S4HWTCNKHE7D/N5HE4DS6HW5D/S5CW4CN9HEKS/SASW9CNQHEJS/S3CW6CN3DETS/W7CNJHE6SSAC/S8HW2DN7HE5S,-8.000000
422,0,across,14948194589906340511,EW,12,1,13,0,,,0,0,ACTHQS/5DTDAD/KCQHAS/JDQDKD,E2CSACW3CNKC/SQSW8SNJSE4S/S4DWADN3DEJD/W6DN2DEKDS8D/E5SSTHW2SN3S/E2HS5HW3HNQH/NQCE7CSTCWJH/N6SEQDS7HWKH/N7SEJCS6HW8H/N9SE9HS9CWTD/NTSEAHS8CW5D/NKSE4HS6CW7D/NASE4CS5CW9D,8.000000
422,1,across,14948194589906340511,NS,0,26,26,26,N,cfr,0,0,2D3DTH/TDADAH/TC8DAS/KDJHKH,E2CS8CW3CNTC/N8DE5DS4DW6D/NACEJCS9CWAH/NQCE7CS5CW7D/NASE5SS7HW8S/N6SE4SSTHW2S/NJSEKDSQHW8H/NKSEKHS6HW3H/N7SE4CS5HWAD/NQSEJHS2DWQD/N3SE9HS3DWJD/NTSE4HSKCWTD/N9SE2HS6CW9D,8.666667
423,0,hold,7902165335519987378,EW,0,4,9,13,,,0,0,///,S2CWKCNTDEQC/WTSN9SE6SSAS/S3SWJSN8SEKS/E7SS5SWJCN4S/E4CS5CW6CNQS/WQDN6DEKDSAD/STCW7CN9HE8C/S6HW5HN4HEAH/E8DS7DW5DN4D/E2DS9DWACN3D/SJDWJHN8HETH/SQHW7HN3HE9C/SKHW2HN2SE3C,-2.666667
423,1,hold,7902165335519987378,NS,0,5,8,13,,,0,0,///,S2CWKCN6DEQC/WTSN4SEKSSAS/S5SWJSN9SE7S/W5DNTDEKDSAD/S3SWJHN2SE6S/E2DS9DWQDN4D/W2HN3HETHSQH/S6HW5HN4HEAH/E3CS5CWJCNQS/W7HN8HE8DSKH/STCW7CN9HE9C/S7DWACN3DE8C/SJDW6CN8SE4C,3.333333
424,0,left,856136081133634249,EW,1,4,14,7,,,1,0,KC8HJH/QCACAS/QHKHQS/2C5C6C,N2CEKCSACW7D/SASWQSNKSE3S/SKDW9DNQDEJD/SQCW6HNJCE7C/STCWJSN6CETD/S9SW2SNTSE8H/N4DE8DS6DWAD/W3HN8SE2HS9C/W3DN6SEAHS2D/W4HN5CETHS8C/E5HS7SWKHN4S/W7HN4CEJHS5S/E9HS5DWQHN3C,1.333333
424,1,left,856136081133634249,NS,22,0,3,1,,,0,0,QD8HJH/ACJDAS/TCQHKH/2C9DAD,N2CE7CS9CWTC/W2SNTSE3SSAS/SACW6CNJCEQC/S8CW5CN3CEAH/S6DW3DNADEQD/N8SEJHS7SWJS/W7DN4DETDS5D/E8DS2DWKHN9D/N6SETHS5SWQH/N4SE9HS9SW7H/SQSW6HNKSE8H/N4CE5HSKDW4H/NKCE2HSJDW3H,-8.000000
425,0,right,12256850900456832732,EW,1,17,7,1,,,0,0,AD8HAH/2C9CAC/TCKDKH/7DJDQS,N2CETCSQCWJC/S6SW7SN5SE2S/WADN9DEQDSJD/W4CN3CEKCSQS/EKDSTDW5HN8D/E6CSASW8CN9C/N8SETHS4SWKS/W5CN7CEQHS7D/N3SE4DS9SWJS/W2HNACE3HSJH/S6HW4HN6DEKH/E7HS9HW8HN5D/STSWAHN3DE2D,-3.333333
425,1,right,12256850900456832732,NS,26,26,0,26,S,cfr,0,0,7C8HAH/KCACQD/TCQCTD/JDQSKS,E2CSKDWJCNKC/N8SE2SSASWJS/SKSW7SN3SEQH/SJHW8HN9DETH/SJDW7DN5DETD/S9SW7CN5SE3H/STSW8CNQDE4D/S4SWAHN6DE7H/SQSW4CN8DEQC/S9HW5HNADETC/SKHW4HN3DE9C/S6HW2HNACE6C/S6SW5CN3CE2D,8.666667
426,0,across,5210821646070479603,EW,5,6,0,15,,,0,0,KC9HKH/TCJCQC/2CACJH/8C9C5D,N2CE9CSKCWJC/S4SW2SN3SEKS/ETSSKHWASN9S/WQCN7CE8CS5C/W3HN7HE5HS6H/N7SE6SSTHW5S/N8SEJSS9HWQS/W4HNJHEAHS2H/EQDS8DW8HNTD/EADS7DWTCN9D/E5DS4DWQHN2D/EKDS3DW6CN6D/EJDS3CW4CNAC,-5.333333
426,1,across,5210821646070479603,NS,26,0,26,26,E,mc,1,1,KC9HKH/5H6STS/2C7D4S/5DQSAS,N2CETCSKCW9C/S4DWQHN7DEAD/EASS8DWTSN7S/EAHS9HW8HN7H/EKSSTHW6SN4S/EKDS3DW5HN6D/EQSSACW5SN8S/EQDS6HW8CN9D/EQCS5CW6CN7C/EJSS3CW2SN9S/EJDSKHW4CNTD/EJCS2HW4HN2D/E5DSJHW3HN3S,-8.666667
